ICD9CMCode,TotalDiag,dx0,dx1,dx2,dx3,dx4,dx5,dx6,dx7,dx8,dx9,dx10,dx11,dx12,dx13,dx14,dx15,dx16,dx17,dx18,dx19,dx20,dx21,dx22,dx23,dx24 
719.17,29.0,9.0,9.0,4.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,
719.18,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
719.19,4.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
719.20,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
719.21,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
719.24,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
719.25,10.0,5.0,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,
719.26,47.0,17.0,5.0,3.0,7.0,2.0,3.0,2.0,,,1.0,,2.0,,,1.0,2.0,2.0,,,,,,,,
719.27,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
719.30,19.0,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,1.0
719.31,7.0,2.0,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,
719.35,4.0,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,
719.36,7.0,,,1.0,,1.0,,,,2.0,3.0,,,,,,,,,,,,,,,
719.37,3.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
719.40,1337.0,5.0,33.0,50.0,100.0,124.0,150.0,148.0,120.0,108.0,100.0,69.0,68.0,48.0,32.0,34.0,33.0,23.0,14.0,17.0,14.0,16.0,8.0,8.0,4.0,11.0
719.41,10302.0,128.0,263.0,520.0,604.0,727.0,817.0,759.0,836.0,695.0,637.0,630.0,582.0,455.0,422.0,376.0,313.0,293.0,228.0,220.0,191.0,167.0,128.0,130.0,89.0,92.0
719.42,681.0,12.0,19.0,37.0,67.0,63.0,50.0,54.0,39.0,46.0,33.0,37.0,25.0,42.0,18.0,27.0,29.0,11.0,10.0,12.0,13.0,14.0,7.0,9.0,2.0,5.0
719.43,975.0,15.0,33.0,48.0,70.0,61.0,77.0,73.0,74.0,75.0,53.0,50.0,48.0,50.0,24.0,36.0,34.0,28.0,20.0,23.0,19.0,15.0,16.0,11.0,14.0,8.0
719.44,230.0,4.0,7.0,17.0,12.0,17.0,26.0,27.0,18.0,23.0,12.0,8.0,6.0,7.0,9.0,6.0,4.0,3.0,5.0,5.0,6.0,3.0,2.0,2.0,1.0,
719.45,7716.0,422.0,225.0,426.0,530.0,516.0,547.0,566.0,552.0,514.0,504.0,424.0,394.0,338.0,282.0,276.0,211.0,191.0,175.0,131.0,131.0,92.0,86.0,62.0,60.0,61.0
719.46,8497.0,159.0,279.0,538.0,637.0,681.0,747.0,676.0,659.0,574.0,546.0,465.0,389.0,338.0,307.0,279.0,250.0,201.0,157.0,135.0,116.0,104.0,77.0,62.0,64.0,57.0
719.47,2149.0,32.0,57.0,126.0,150.0,190.0,163.0,178.0,155.0,152.0,138.0,110.0,93.0,103.0,73.0,66.0,52.0,58.0,56.0,37.0,32.0,37.0,32.0,23.0,22.0,14.0
719.48,91.0,6.0,5.0,5.0,8.0,8.0,11.0,5.0,8.0,3.0,6.0,5.0,2.0,1.0,4.0,3.0,3.0,,,1.0,5.0,,,1.0,1.0,
719.49,1244.0,44.0,27.0,63.0,107.0,131.0,134.0,118.0,99.0,80.0,79.0,64.0,61.0,37.0,40.0,31.0,25.0,18.0,18.0,20.0,10.0,11.0,7.0,8.0,3.0,9.0
719.50,57.0,,2.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,,1.0,6.0,3.0,2.0,,1.0,2.0,2.0,,,1.0
719.51,33.0,2.0,2.0,5.0,3.0,2.0,2.0,,2.0,,,,,1.0,3.0,3.0,1.0,3.0,,,1.0,1.0,2.0,,,
719.52,37.0,4.0,7.0,4.0,4.0,5.0,1.0,3.0,,2.0,,3.0,,,,,1.0,,,,2.0,,,,1.0,
719.53,9.0,,2.0,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,
719.54,23.0,,2.0,4.0,1.0,2.0,3.0,,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,,,,1.0,,,,,,
719.55,35.0,,4.0,6.0,5.0,7.0,4.0,2.0,,3.0,1.0,2.0,,1.0,,,,,,,,,,,,
719.56,291.0,52.0,32.0,65.0,42.0,21.0,15.0,18.0,10.0,5.0,6.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,,1.0,1.0,,,1.0,1.0
719.57,29.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,,,1.0,,,2.0,,2.0,,,,
719.58,71.0,4.0,3.0,9.0,12.0,7.0,3.0,5.0,5.0,5.0,,2.0,2.0,,3.0,4.0,3.0,1.0,,2.0,,,,,,1.0
719.59,19.0,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,
719.60,35.0,,1.0,3.0,3.0,1.0,5.0,5.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,2.0,,,,,,,
719.61,55.0,2.0,9.0,8.0,4.0,6.0,3.0,2.0,5.0,1.0,1.0,,4.0,1.0,3.0,1.0,2.0,,,1.0,,1.0,,,,1.0
719.62,13.0,1.0,,,,2.0,2.0,,1.0,3.0,,,,,1.0,,,,,,1.0,,1.0,1.0,,
719.63,4.0,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,
719.64,3.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,
719.65,515.0,4.0,182.0,139.0,74.0,42.0,21.0,15.0,10.0,9.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,,1.0,2.0,,,,,,
719.66,69.0,10.0,6.0,14.0,7.0,6.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,2.0,
719.67,9.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,2.0,,1.0,,,1.0,,,,,
719.68,15.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,,1.0,,,1.0,,,,,1.0,,,,,,,
719.69,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
719.7,7248.0,56.0,253.0,393.0,469.0,515.0,522.0,533.0,532.0,459.0,477.0,445.0,429.0,355.0,315.0,271.0,236.0,194.0,177.0,140.0,117.0,93.0,92.0,65.0,49.0,61.0
719.80,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
719.81,28.0,,5.0,6.0,3.0,2.0,,4.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,
719.82,7.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,2.0,,,,1.0,,,,
719.83,6.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
719.84,5.0,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,
719.85,96.0,31.0,12.0,12.0,7.0,5.0,2.0,7.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,2.0,,,,1.0,1.0
719.86,35.0,3.0,2.0,3.0,5.0,,2.0,4.0,3.0,1.0,3.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,
719.87,31.0,1.0,2.0,3.0,5.0,1.0,2.0,3.0,2.0,4.0,1.0,,,2.0,,,2.0,1.0,,,,,1.0,,1.0,
719.88,10.0,5.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,
719.89,9.0,,1.0,,,1.0,,,,,3.0,,,,,,,2.0,,,1.0,,,1.0,,
719.90,26.0,,1.0,2.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
719.91,21.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,3.0,,,,1.0,,,,1.0,2.0,1.0,1.0
719.92,5.0,,,,,,,,,2.0,,,,1.0,,,,2.0,,,,,,,,
719.93,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
719.94,4.0,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,
719.95,35.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,,1.0,,1.0,2.0,,1.0,,1.0,,,,,1.0
719.96,29.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,,1.0,1.0,3.0,1.0,,1.0,,,,,2.0,3.0,1.0,,,
719.97,14.0,,1.0,,,,,,1.0,1.0,1.0,3.0,1.0,2.0,,1.0,1.0,,,,,1.0,,1.0,,
719.98,14.0,3.0,1.0,1.0,3.0,2.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,
719.99,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
720.0,1404.0,48.0,71.0,135.0,132.0,129.0,105.0,116.0,99.0,61.0,81.0,40.0,62.0,55.0,49.0,32.0,40.0,24.0,28.0,23.0,34.0,12.0,8.0,8.0,5.0,7.0
720.1,58.0,5.0,,4.0,,1.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,6.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0
720.2,475.0,90.0,17.0,30.0,37.0,28.0,26.0,32.0,16.0,30.0,23.0,16.0,16.0,22.0,16.0,9.0,8.0,10.0,10.0,9.0,7.0,3.0,13.0,2.0,3.0,2.0
720.81,22.0,,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,,,2.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,,,,
720.89,7.0,,1.0,2.0,,,,,,,,1.0,,,,,,,,2.0,,,1.0,,,
720.9,100.0,6.0,1.0,5.0,8.0,3.0,6.0,7.0,7.0,8.0,10.0,2.0,3.0,10.0,2.0,3.0,2.0,5.0,4.0,1.0,,2.0,,3.0,1.0,1.0
721.0,10648.0,1402.0,287.0,527.0,532.0,614.0,603.0,577.0,630.0,575.0,597.0,551.0,481.0,465.0,417.0,407.0,369.0,297.0,266.0,254.0,201.0,166.0,133.0,125.0,87.0,85.0
721.1,6233.0,3585.0,1211.0,421.0,371.0,216.0,133.0,89.0,50.0,37.0,33.0,26.0,20.0,11.0,7.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,,,,
721.2,1191.0,44.0,19.0,30.0,36.0,65.0,58.0,74.0,75.0,69.0,72.0,89.0,70.0,50.0,46.0,56.0,49.0,43.0,46.0,37.0,32.0,37.0,25.0,26.0,25.0,18.0
721.3,18674.0,2515.0,553.0,1057.0,1038.0,986.0,1020.0,1014.0,984.0,960.0,977.0,936.0,827.0,811.0,742.0,604.0,590.0,550.0,519.0,430.0,384.0,309.0,259.0,239.0,197.0,173.0
721.41,533.0,135.0,138.0,46.0,53.0,31.0,30.0,16.0,22.0,17.0,16.0,10.0,7.0,7.0,,,1.0,2.0,1.0,,,,,1.0,,
721.42,889.0,194.0,238.0,85.0,90.0,78.0,43.0,35.0,29.0,26.0,22.0,18.0,11.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,,,
721.5,11.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,,,,2.0,,1.0,,,,,,,,,
721.6,73.0,1.0,1.0,2.0,3.0,2.0,8.0,6.0,5.0,2.0,2.0,5.0,2.0,6.0,3.0,2.0,3.0,5.0,5.0,,4.0,,3.0,,1.0,2.0
721.7,87.0,34.0,23.0,7.0,6.0,5.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,
721.8,632.0,22.0,69.0,86.0,77.0,57.0,45.0,47.0,26.0,22.0,25.0,19.0,19.0,17.0,19.0,13.0,15.0,11.0,8.0,5.0,4.0,4.0,11.0,4.0,3.0,4.0
721.90,4008.0,55.0,33.0,106.0,153.0,196.0,235.0,285.0,284.0,270.0,254.0,303.0,249.0,251.0,185.0,187.0,164.0,158.0,120.0,112.0,97.0,91.0,81.0,68.0,41.0,30.0
721.91,35.0,4.0,9.0,6.0,5.0,2.0,3.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,
722.0,3666.0,1968.0,575.0,235.0,193.0,130.0,109.0,75.0,82.0,50.0,53.0,26.0,26.0,26.0,18.0,17.0,18.0,18.0,9.0,3.0,7.0,10.0,6.0,5.0,3.0,4.0
722.10,12375.0,6610.0,520.0,796.0,693.0,527.0,440.0,361.0,351.0,343.0,295.0,243.0,216.0,182.0,123.0,139.0,105.0,80.0,90.0,63.0,54.0,49.0,28.0,27.0,23.0,17.0
722.11,382.0,93.0,55.0,33.0,40.0,35.0,22.0,20.0,12.0,13.0,8.0,8.0,5.0,5.0,10.0,4.0,,2.0,3.0,6.0,2.0,3.0,,2.0,,1.0
722.2,936.0,46.0,23.0,56.0,73.0,83.0,74.0,79.0,80.0,73.0,59.0,53.0,39.0,39.0,28.0,25.0,16.0,16.0,14.0,13.0,13.0,10.0,9.0,6.0,4.0,5.0
722.30,6.0,,,,,,,,2.0,,1.0,,,,,,,,,,,1.0,1.0,,,1.0
722.31,24.0,1.0,1.0,2.0,4.0,3.0,3.0,,,,,1.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,,,,2.0,
722.32,49.0,,3.0,2.0,6.0,2.0,1.0,2.0,1.0,6.0,3.0,4.0,4.0,1.0,3.0,2.0,,1.0,2.0,,3.0,2.0,,,1.0,
722.39,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
722.4,8461.0,1280.0,289.0,593.0,490.0,474.0,495.0,461.0,498.0,473.0,426.0,380.0,376.0,314.0,282.0,293.0,246.0,214.0,179.0,164.0,138.0,98.0,83.0,85.0,81.0,49.0
722.51,1018.0,68.0,18.0,42.0,37.0,53.0,62.0,60.0,60.0,63.0,73.0,56.0,52.0,47.0,35.0,39.0,39.0,45.0,31.0,33.0,24.0,21.0,27.0,8.0,12.0,13.0
722.52,22011.0,4506.0,734.0,1484.0,1289.0,1224.0,1154.0,1147.0,1102.0,1112.0,981.0,942.0,854.0,823.0,710.0,646.0,562.0,533.0,441.0,384.0,316.0,315.0,218.0,213.0,184.0,137.0
722.6,5247.0,26.0,50.0,123.0,237.0,323.0,332.0,401.0,370.0,386.0,363.0,374.0,303.0,296.0,272.0,225.0,203.0,176.0,180.0,137.0,109.0,101.0,84.0,67.0,50.0,59.0
722.70,18.0,2.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,,1.0,,,1.0,1.0
722.71,2982.0,1942.0,565.0,126.0,99.0,67.0,42.0,25.0,28.0,29.0,22.0,14.0,8.0,5.0,3.0,,1.0,1.0,1.0,,1.0,,2.0,,,1.0
722.72,324.0,159.0,46.0,27.0,20.0,19.0,10.0,10.0,11.0,6.0,4.0,3.0,2.0,,1.0,2.0,,2.0,,,1.0,1.0,,,,
722.73,879.0,430.0,164.0,59.0,57.0,41.0,34.0,15.0,22.0,16.0,10.0,12.0,5.0,2.0,1.0,3.0,3.0,1.0,,1.0,,1.0,,1.0,1.0,
722.80,323.0,20.0,4.0,16.0,12.0,23.0,15.0,22.0,24.0,20.0,18.0,12.0,20.0,22.0,14.0,17.0,10.0,11.0,10.0,8.0,10.0,3.0,3.0,3.0,3.0,3.0
722.81,175.0,28.0,11.0,14.0,12.0,9.0,6.0,6.0,9.0,8.0,15.0,6.0,9.0,1.0,4.0,5.0,5.0,9.0,3.0,5.0,4.0,2.0,3.0,,1.0,
722.82,48.0,14.0,5.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,5.0,,,,,,1.0,1.0,2.0,1.0,,,,,
722.83,1778.0,388.0,107.0,168.0,124.0,109.0,96.0,84.0,87.0,80.0,81.0,59.0,68.0,39.0,39.0,49.0,35.0,34.0,27.0,26.0,24.0,14.0,17.0,5.0,11.0,7.0
722.90,437.0,5.0,5.0,11.0,12.0,24.0,37.0,28.0,27.0,30.0,34.0,28.0,26.0,25.0,23.0,16.0,23.0,13.0,24.0,13.0,7.0,5.0,8.0,6.0,4.0,3.0
722.91,1113.0,156.0,35.0,70.0,72.0,71.0,77.0,72.0,55.0,67.0,52.0,56.0,55.0,34.0,37.0,32.0,29.0,20.0,25.0,14.0,13.0,18.0,19.0,8.0,18.0,8.0
722.92,510.0,55.0,19.0,33.0,23.0,24.0,32.0,34.0,37.0,23.0,23.0,28.0,26.0,28.0,17.0,16.0,13.0,15.0,13.0,13.0,11.0,5.0,5.0,6.0,6.0,5.0
722.93,3352.0,381.0,98.0,183.0,217.0,190.0,223.0,259.0,212.0,196.0,186.0,158.0,169.0,137.0,126.0,108.0,91.0,78.0,63.0,48.0,43.0,53.0,42.0,40.0,32.0,19.0
723.0,6595.0,1538.0,642.0,496.0,482.0,560.0,439.0,367.0,309.0,232.0,218.0,187.0,156.0,151.0,103.0,111.0,113.0,90.0,95.0,75.0,65.0,52.0,36.0,30.0,22.0,26.0
723.1,10328.0,251.0,269.0,515.0,778.0,849.0,861.0,877.0,794.0,727.0,707.0,600.0,518.0,425.0,379.0,316.0,305.0,203.0,205.0,176.0,155.0,100.0,105.0,74.0,77.0,62.0
723.2,7.0,2.0,,1.0,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,
723.3,8.0,2.0,,,1.0,,,3.0,,1.0,,,,,,1.0,,,,,,,,,,
723.4,3336.0,294.0,142.0,304.0,245.0,236.0,248.0,224.0,243.0,225.0,175.0,156.0,154.0,114.0,105.0,82.0,62.0,70.0,53.0,45.0,35.0,32.0,20.0,26.0,23.0,23.0
723.5,859.0,31.0,91.0,89.0,97.0,71.0,64.0,49.0,54.0,64.0,43.0,31.0,22.0,16.0,28.0,20.0,24.0,8.0,10.0,10.0,5.0,8.0,8.0,5.0,8.0,3.0
723.6,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
723.7,73.0,11.0,4.0,20.0,7.0,7.0,3.0,6.0,2.0,3.0,1.0,2.0,,,1.0,1.0,,,1.0,,,,1.0,,1.0,2.0
723.8,404.0,49.0,10.0,30.0,35.0,32.0,23.0,31.0,22.0,17.0,13.0,18.0,21.0,17.0,17.0,17.0,4.0,7.0,3.0,6.0,10.0,3.0,9.0,3.0,4.0,3.0
723.9,25.0,1.0,1.0,2.0,,4.0,2.0,3.0,1.0,,,1.0,3.0,2.0,1.0,1.0,,,,,1.0,,2.0,,,
724.00,5802.0,44.0,44.0,112.0,221.0,270.0,364.0,406.0,429.0,415.0,420.0,402.0,404.0,384.0,315.0,284.0,247.0,188.0,189.0,147.0,135.0,98.0,96.0,76.0,68.0,44.0
724.01,779.0,96.0,86.0,55.0,83.0,82.0,74.0,49.0,32.0,37.0,31.0,17.0,24.0,14.0,16.0,10.0,13.0,11.0,11.0,3.0,12.0,7.0,2.0,2.0,7.0,5.0
724.02,18092.0,4830.0,549.0,1017.0,900.0,818.0,796.0,787.0,847.0,747.0,761.0,788.0,733.0,655.0,543.0,543.0,520.0,454.0,374.0,312.0,267.0,241.0,200.0,161.0,126.0,123.0
724.03,3829.0,2295.0,142.0,235.0,147.0,95.0,75.0,80.0,70.0,75.0,77.0,53.0,66.0,56.0,56.0,45.0,44.0,32.0,38.0,32.0,22.0,26.0,23.0,18.0,21.0,6.0
724.09,89.0,3.0,2.0,6.0,8.0,4.0,6.0,5.0,9.0,6.0,4.0,1.0,6.0,7.0,5.0,2.0,1.0,4.0,,5.0,1.0,1.0,1.0,2.0,,
724.1,753.0,39.0,33.0,48.0,61.0,52.0,48.0,54.0,55.0,56.0,33.0,43.0,39.0,44.0,15.0,19.0,17.0,23.0,13.0,13.0,10.0,14.0,7.0,7.0,6.0,4.0
724.2,45158.0,803.0,628.0,1966.0,2979.0,3575.0,3704.0,3848.0,3775.0,3315.0,3060.0,2771.0,2479.0,2051.0,1795.0,1569.0,1323.0,1134.0,966.0,781.0,640.0,590.0,450.0,387.0,315.0,254.0
724.3,8269.0,191.0,182.0,530.0,658.0,726.0,759.0,686.0,696.0,582.0,511.0,445.0,401.0,333.0,277.0,229.0,206.0,182.0,152.0,117.0,92.0,110.0,75.0,58.0,45.0,26.0
724.4,6669.0,538.0,484.0,563.0,451.0,452.0,414.0,415.0,377.0,352.0,368.0,341.0,297.0,278.0,218.0,213.0,150.0,141.0,107.0,120.0,98.0,69.0,71.0,53.0,48.0,51.0
724.5,41824.0,464.0,576.0,1768.0,2862.0,3475.0,3757.0,3607.0,3498.0,3196.0,2978.0,2514.0,2194.0,1988.0,1746.0,1393.0,1147.0,959.0,775.0,664.0,598.0,487.0,382.0,342.0,242.0,212.0
724.6,571.0,153.0,37.0,54.0,47.0,26.0,25.0,27.0,18.0,13.0,16.0,25.0,19.0,23.0,20.0,8.0,11.0,12.0,7.0,9.0,6.0,5.0,3.0,4.0,1.0,2.0
724.70,2.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,
724.71,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
724.79,246.0,18.0,5.0,16.0,12.0,21.0,22.0,15.0,11.0,15.0,13.0,15.0,10.0,4.0,10.0,4.0,10.0,7.0,8.0,7.0,10.0,4.0,3.0,3.0,2.0,1.0
724.8,864.0,67.0,41.0,53.0,62.0,62.0,74.0,56.0,66.0,49.0,53.0,38.0,33.0,37.0,24.0,27.0,17.0,26.0,18.0,15.0,14.0,7.0,5.0,6.0,7.0,7.0
724.9,202.0,5.0,9.0,10.0,22.0,21.0,17.0,15.0,18.0,11.0,13.0,10.0,6.0,6.0,6.0,5.0,7.0,3.0,4.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0
725.,5495.0,124.0,52.0,134.0,217.0,312.0,341.0,371.0,399.0,451.0,423.0,390.0,372.0,292.0,319.0,266.0,178.0,190.0,150.0,126.0,93.0,86.0,73.0,52.0,42.0,42.0
726.0,810.0,40.0,18.0,49.0,44.0,39.0,49.0,35.0,45.0,48.0,54.0,42.0,44.0,48.0,33.0,40.0,39.0,23.0,24.0,18.0,17.0,15.0,17.0,13.0,8.0,8.0
726.10,3577.0,405.0,240.0,396.0,249.0,190.0,205.0,190.0,195.0,169.0,147.0,160.0,133.0,127.0,116.0,104.0,95.0,82.0,69.0,67.0,49.0,44.0,49.0,40.0,30.0,26.0
726.11,327.0,21.0,7.0,11.0,13.0,16.0,20.0,23.0,12.0,24.0,19.0,23.0,18.0,21.0,14.0,9.0,10.0,8.0,14.0,9.0,10.0,7.0,8.0,2.0,4.0,4.0
726.12,465.0,11.0,105.0,80.0,73.0,32.0,44.0,19.0,18.0,14.0,10.0,10.0,8.0,2.0,1.0,9.0,2.0,6.0,6.0,6.0,1.0,3.0,3.0,,1.0,1.0
726.13,66.0,19.0,7.0,9.0,3.0,6.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,
726.19,164.0,14.0,11.0,23.0,15.0,10.0,9.0,4.0,12.0,4.0,5.0,9.0,4.0,9.0,3.0,4.0,5.0,3.0,3.0,2.0,6.0,2.0,2.0,1.0,3.0,1.0
726.2,1122.0,43.0,29.0,56.0,65.0,63.0,72.0,62.0,72.0,60.0,53.0,67.0,48.0,54.0,67.0,35.0,44.0,35.0,39.0,28.0,29.0,30.0,18.0,14.0,21.0,18.0
726.30,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
726.31,42.0,,1.0,3.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,,1.0,,2.0,2.0,1.0,1.0,,1.0,2.0,
726.32,183.0,2.0,,6.0,14.0,13.0,25.0,13.0,10.0,17.0,8.0,12.0,5.0,7.0,9.0,4.0,5.0,6.0,5.0,4.0,9.0,3.0,3.0,2.0,1.0,
726.33,1087.0,328.0,43.0,79.0,59.0,78.0,49.0,52.0,41.0,33.0,45.0,34.0,26.0,36.0,31.0,24.0,18.0,21.0,17.0,19.0,12.0,14.0,9.0,5.0,6.0,8.0
726.39,5.0,1.0,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,
726.4,20.0,2.0,,1.0,1.0,1.0,1.0,,1.0,2.0,,,2.0,1.0,,3.0,1.0,,2.0,2.0,,,,,,
726.5,1706.0,142.0,100.0,152.0,157.0,137.0,122.0,96.0,103.0,93.0,81.0,62.0,75.0,55.0,53.0,45.0,32.0,38.0,37.0,28.0,17.0,18.0,24.0,17.0,12.0,10.0
726.60,356.0,60.0,26.0,38.0,34.0,32.0,32.0,19.0,13.0,11.0,6.0,13.0,8.0,10.0,6.0,8.0,7.0,8.0,6.0,4.0,4.0,5.0,1.0,1.0,2.0,2.0
726.61,31.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,,
726.62,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
726.64,58.0,3.0,1.0,6.0,10.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,,,,,
726.65,664.0,328.0,32.0,62.0,49.0,16.0,21.0,23.0,20.0,24.0,12.0,12.0,9.0,16.0,7.0,8.0,6.0,5.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,
726.69,37.0,6.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,,1.0,1.0,,3.0,1.0,,2.0,,1.0,,,
726.70,207.0,2.0,3.0,5.0,5.0,12.0,14.0,13.0,22.0,11.0,15.0,11.0,11.0,7.0,13.0,9.0,10.0,3.0,10.0,9.0,4.0,7.0,2.0,3.0,5.0,1.0
726.71,167.0,11.0,6.0,10.0,15.0,10.0,10.0,13.0,8.0,6.0,9.0,5.0,6.0,11.0,10.0,6.0,2.0,7.0,7.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0
726.72,55.0,8.0,2.0,10.0,5.0,4.0,3.0,1.0,3.0,3.0,,,,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,
726.73,322.0,7.0,1.0,12.0,12.0,18.0,15.0,10.0,18.0,25.0,19.0,20.0,26.0,27.0,20.0,17.0,7.0,11.0,7.0,17.0,6.0,3.0,6.0,7.0,4.0,7.0
726.79,109.0,12.0,3.0,7.0,12.0,8.0,8.0,6.0,10.0,5.0,3.0,4.0,3.0,3.0,,2.0,3.0,4.0,7.0,,3.0,,1.0,1.0,2.0,2.0
726.8,30.0,,2.0,2.0,2.0,2.0,2.0,4.0,2.0,,3.0,1.0,2.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,
726.90,257.0,3.0,6.0,13.0,17.0,20.0,13.0,29.0,18.0,19.0,14.0,14.0,12.0,10.0,8.0,5.0,7.0,8.0,4.0,8.0,5.0,4.0,8.0,7.0,3.0,2.0
726.91,1125.0,16.0,76.0,156.0,167.0,135.0,102.0,89.0,62.0,45.0,42.0,36.0,37.0,19.0,23.0,23.0,12.0,15.0,14.0,13.0,6.0,12.0,5.0,6.0,7.0,7.0
727.00,2365.0,64.0,140.0,429.0,378.0,253.0,176.0,154.0,102.0,121.0,102.0,88.0,55.0,53.0,57.0,37.0,30.0,26.0,20.0,17.0,13.0,13.0,17.0,8.0,8.0,4.0
727.01,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
727.02,11.0,5.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,,
